case,family,giver,color,query,intent,arm,measurement_id,expected,top_id,top_text,correct,invalid,target_probability,contrast,edit_norm,capped,prohibited_proposal,useful_execution,unauthorized_execution
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,d6_task,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,d6_yoked,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,d6_ridge,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,reflection,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,reflection_capped,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,intent_blind_reflection,J04_g1_c1_recipient/reflection,William,607, her,0,1,0.015735029021998997,-1.8743438720703125,29.506738662719727,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,wrong_intent_reflection,J04_g1_c1_recipient/reflection,William,607, her,0,1,0.015735029021998997,-1.8743438720703125,29.506738662719727,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,current_donor_oracle,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,textual_update,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,keep,revoked_reflection,J04_g1_c1_recipient/none,William,3977, William,1,0,0.1914821636432068,2.2735977172851562,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,no_edit,J04_g1_c1_recipient/none,Elizabeth,3977, William,0,0,0.019711396021790572,-2.2735977172851562,0.0,0,1,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,d6_internal,J04_g1_c1_recipient/d6_internal,Elizabeth,3977, William,0,0,0.00781284782235519,-3.8021469116210938,21.00180435180664,0,1,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,d6_task,J04_g1_c1_recipient/d6_task,Elizabeth,607, her,0,1,0.039636933125745795,2.9971084594726562,42.76449203491211,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,d6_yoked,J04_g1_c1_recipient/d6_yoked,Elizabeth,607, her,0,1,0.04744481173176984,4.254966735839844,56.945255279541016,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,d6_ridge,J04_g1_c1_recipient/d6_ridge,Elizabeth,607, her,0,1,0.08835894180084071,1.7606353759765625,28.18544578552246,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,reflection,J04_g1_c1_recipient/reflection,Elizabeth,607, her,0,1,0.10253797799805638,1.8743438720703125,29.506738662719727,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,reflection_capped,J04_g1_c1_recipient/reflection_capped,Elizabeth,607, her,0,1,0.10253797799805638,1.8743438720703125,29.506738662719727,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,intent_blind_reflection,J04_g1_c1_recipient/reflection,Elizabeth,607, her,0,1,0.10253797799805638,1.8743438720703125,29.506738662719727,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,wrong_intent_reflection,J04_g1_c1_recipient/none,Elizabeth,3977, William,0,0,0.019711396021790572,-2.2735977172851562,0.0,0,1,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,current_donor_oracle,J04_g1_c1_recipient/donor,Elizabeth,607, her,0,1,0.09531975132419221,1.1171875,23.887788772583008,0,0,0,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,textual_update,J04_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.24435321239656996,2.9824142456054688,0.0,0,0,1,0
J04_g1_c1_recipient,J04,Elizabeth,blue,recipient,swap,revoked_reflection,J04_g1_c1_recipient/none,Elizabeth,3977, William,0,0,0.019711396021790572,-2.2735977172851562,0.0,0,1,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,no_edit,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,d6_internal,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,d6_task,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,d6_yoked,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,d6_ridge,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,reflection,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,reflection_capped,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,intent_blind_reflection,J04_g1_c1_color/reflection,blue,2266, red,0,0,0.04597225956025972,-0.20185089111328125,35.63095474243164,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,wrong_intent_reflection,J04_g1_c1_color/reflection,blue,2266, red,0,0,0.04597225956025972,-0.20185089111328125,35.63095474243164,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,current_donor_oracle,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,textual_update,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,keep,revoked_reflection,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,no_edit,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,d6_internal,J04_g1_c1_color/d6_internal,blue,257, a,0,1,0.031560684340391804,-0.25991058349609375,63.35627746582031,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,d6_task,J04_g1_c1_color/d6_task,blue,4171, blue,1,0,0.08185193129528946,0.4559173583984375,27.915546417236328,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,d6_yoked,J04_g1_c1_color/d6_yoked,blue,4171, blue,1,0,0.06121559188899974,0.12299346923828125,69.50833892822266,1,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,d6_ridge,J04_g1_c1_color/d6_ridge,blue,2266, red,0,0,0.05440923257678769,-0.07434844970703125,33.204856872558594,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,reflection,J04_g1_c1_color/reflection,blue,2266, red,0,0,0.04597225956025972,-0.20185089111328125,35.63095474243164,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,reflection_capped,J04_g1_c1_color/reflection_capped,blue,2266, red,0,0,0.04597225956025972,-0.20185089111328125,35.63095474243164,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,intent_blind_reflection,J04_g1_c1_color/reflection,blue,2266, red,0,0,0.04597225956025972,-0.20185089111328125,35.63095474243164,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,wrong_intent_reflection,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,current_donor_oracle,J04_g1_c1_color/donor,blue,4171, blue,1,0,0.06328065988007421,0.08081817626953125,6.373064994812012,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,textual_update,J04_g0_c1_color/none,blue,2266, red,0,0,0.05613266589467623,-0.07347869873046875,0.0,0,0,0,0
J04_g1_c1_color,J04,Elizabeth,blue,color,swap,revoked_reflection,J04_g1_c1_color/none,blue,4171, blue,1,0,0.05748230161560022,0.02050018310546875,0.0,0,0,0,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,no_edit,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,d6_internal,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,d6_task,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,d6_yoked,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,d6_ridge,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,reflection,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,reflection_capped,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,intent_blind_reflection,J05_g0_c0_recipient/reflection,Susan,7212, Joseph,0,0,0.08873796250210783,-1.405029296875,27.43560218811035,0,1,0,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,wrong_intent_reflection,J05_g0_c0_recipient/reflection,Susan,7212, Joseph,0,0,0.08873796250210783,-1.405029296875,27.43560218811035,0,1,0,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,current_donor_oracle,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,textual_update,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,keep,revoked_reflection,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,no_edit,J05_g0_c0_recipient/none,Joseph,14919, Susan,0,0,0.03222734634054899,-2.3549270629882812,0.0,0,1,0,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,d6_internal,J05_g0_c0_recipient/d6_internal,Joseph,7212, Joseph,1,0,0.2344360944197523,1.4358062744140625,39.18572235107422,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,d6_task,J05_g0_c0_recipient/d6_task,Joseph,14919, Susan,0,0,0.010970463110142254,-3.598541259765625,18.771772384643555,0,1,0,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,d6_yoked,J05_g0_c0_recipient/d6_yoked,Joseph,14919, Susan,0,0,0.002590768944713504,-5.1533050537109375,40.36129379272461,0,1,0,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,d6_ridge,J05_g0_c0_recipient/d6_ridge,Joseph,7212, Joseph,1,0,0.333073244014833,1.3294677734375,27.076881408691406,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,reflection,J05_g0_c0_recipient/reflection,Joseph,7212, Joseph,1,0,0.3616645346283903,1.405029296875,27.43560218811035,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,reflection_capped,J05_g0_c0_recipient/reflection_capped,Joseph,7212, Joseph,1,0,0.3616645346283903,1.405029296875,27.43560218811035,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,intent_blind_reflection,J05_g0_c0_recipient/reflection,Joseph,7212, Joseph,1,0,0.3616645346283903,1.405029296875,27.43560218811035,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,wrong_intent_reflection,J05_g0_c0_recipient/none,Joseph,14919, Susan,0,0,0.03222734634054899,-2.3549270629882812,0.0,0,1,0,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,current_donor_oracle,J05_g0_c0_recipient/donor,Joseph,7212, Joseph,1,0,0.3973101657097321,2.961273193359375,31.94281768798828,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,textual_update,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g0_c0_recipient,J05,Joseph,red,recipient,swap,revoked_reflection,J05_g0_c0_recipient/none,Joseph,14919, Susan,0,0,0.03222734634054899,-2.3549270629882812,0.0,0,1,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,no_edit,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,d6_internal,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,d6_task,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,d6_yoked,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,d6_ridge,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,reflection,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,reflection_capped,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,intent_blind_reflection,J05_g0_c0_color/reflection,red,2266, red,1,0,0.06436060577586188,1.3537521362304688,36.05342102050781,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,wrong_intent_reflection,J05_g0_c0_color/reflection,red,2266, red,1,0,0.06436060577586188,1.3537521362304688,36.05342102050781,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,current_donor_oracle,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,textual_update,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,keep,revoked_reflection,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,no_edit,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,d6_internal,J05_g0_c0_color/d6_internal,red,257, a,0,1,0.03768119298280453,0.99310302734375,65.69756317138672,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,d6_task,J05_g0_c0_color/d6_task,red,2266, red,1,0,0.06302196179998874,0.6741180419921875,27.459993362426758,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,d6_yoked,J05_g0_c0_color/d6_yoked,red,2266, red,1,0,0.06353004153355349,1.8233642578125,69.50833892822266,1,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,d6_ridge,J05_g0_c0_color/d6_ridge,red,2266, red,1,0,0.06862422624794075,1.2558364868164062,33.45686340332031,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,reflection,J05_g0_c0_color/reflection,red,2266, red,1,0,0.06436060577586188,1.3537521362304688,36.05342102050781,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,reflection_capped,J05_g0_c0_color/reflection_capped,red,2266, red,1,0,0.06436060577586188,1.3537521362304688,36.05342102050781,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,intent_blind_reflection,J05_g0_c0_color/reflection,red,2266, red,1,0,0.06436060577586188,1.3537521362304688,36.05342102050781,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,wrong_intent_reflection,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,current_donor_oracle,J05_g0_c0_color/donor,red,2266, red,1,0,0.05622320801848177,0.8927078247070312,8.093157768249512,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,textual_update,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g0_c0_color,J05,Joseph,red,color,swap,revoked_reflection,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,no_edit,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,d6_internal,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,d6_task,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,d6_yoked,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,d6_ridge,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,reflection,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,reflection_capped,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,intent_blind_reflection,J05_g0_c1_recipient/reflection,Susan,7212, Joseph,0,0,0.09426850537132353,-1.2364578247070312,25.5598201751709,0,1,0,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,wrong_intent_reflection,J05_g0_c1_recipient/reflection,Susan,7212, Joseph,0,0,0.09426850537132353,-1.2364578247070312,25.5598201751709,0,1,0,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,current_donor_oracle,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,textual_update,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,keep,revoked_reflection,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,no_edit,J05_g0_c1_recipient/none,Joseph,14919, Susan,0,0,0.04011105619509786,-1.9554290771484375,0.0,0,1,0,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,d6_internal,J05_g0_c1_recipient/d6_internal,Joseph,7212, Joseph,1,0,0.23754997282665505,1.64935302734375,38.037418365478516,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,d6_task,J05_g0_c1_recipient/d6_task,Joseph,14919, Susan,0,0,0.008102531591605767,-3.8395462036132812,23.005231857299805,0,1,0,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,d6_yoked,J05_g0_c1_recipient/d6_yoked,Joseph,14919, Susan,0,0,0.0018998330192858215,-5.384742736816406,44.66294479370117,0,1,0,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,d6_ridge,J05_g0_c1_recipient/d6_ridge,Joseph,7212, Joseph,1,0,0.31646689977143677,1.1233673095703125,25.286500930786133,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,reflection,J05_g0_c1_recipient/reflection,Joseph,7212, Joseph,1,0,0.3246036745395809,1.2364578247070312,25.5598201751709,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,reflection_capped,J05_g0_c1_recipient/reflection_capped,Joseph,7212, Joseph,1,0,0.3246036745395809,1.2364578247070312,25.5598201751709,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,intent_blind_reflection,J05_g0_c1_recipient/reflection,Joseph,7212, Joseph,1,0,0.3246036745395809,1.2364578247070312,25.5598201751709,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,wrong_intent_reflection,J05_g0_c1_recipient/none,Joseph,14919, Susan,0,0,0.04011105619509786,-1.9554290771484375,0.0,0,1,0,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,current_donor_oracle,J05_g0_c1_recipient/donor,Joseph,7212, Joseph,1,0,0.32286350029544725,2.5362548828125,29.21770668029785,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,textual_update,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g0_c1_recipient,J05,Joseph,blue,recipient,swap,revoked_reflection,J05_g0_c1_recipient/none,Joseph,14919, Susan,0,0,0.04011105619509786,-1.9554290771484375,0.0,0,1,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,no_edit,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,d6_internal,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,d6_task,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,d6_yoked,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,d6_ridge,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,reflection,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,reflection_capped,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,intent_blind_reflection,J05_g0_c1_color/reflection,blue,257, a,0,1,0.031223646360399492,-0.4286651611328125,35.7123908996582,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,wrong_intent_reflection,J05_g0_c1_color/reflection,blue,257, a,0,1,0.031223646360399492,-0.4286651611328125,35.7123908996582,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,current_donor_oracle,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,textual_update,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,keep,revoked_reflection,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,no_edit,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,d6_internal,J05_g0_c1_color/d6_internal,blue,257, a,0,1,0.020106714129289383,-0.47351837158203125,66.2557373046875,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,d6_task,J05_g0_c1_color/d6_task,blue,4171, blue,1,0,0.05802475121435654,0.2502899169921875,26.09120750427246,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,d6_yoked,J05_g0_c1_color/d6_yoked,blue,2266, red,0,0,0.020891220760282693,-0.865509033203125,69.50833892822266,1,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,d6_ridge,J05_g0_c1_color/d6_ridge,blue,2266, red,0,0,0.03714034402093569,-0.36834716796875,33.173954010009766,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,reflection,J05_g0_c1_color/reflection,blue,257, a,0,1,0.031223646360399492,-0.4286651611328125,35.7123908996582,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,reflection_capped,J05_g0_c1_color/reflection_capped,blue,257, a,0,1,0.031223646360399492,-0.4286651611328125,35.7123908996582,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,intent_blind_reflection,J05_g0_c1_color/reflection,blue,257, a,0,1,0.031223646360399492,-0.4286651611328125,35.7123908996582,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,wrong_intent_reflection,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,current_donor_oracle,J05_g0_c1_color/donor,blue,257, a,0,1,0.04231381476145941,-0.0644683837890625,6.548069000244141,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,textual_update,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g0_c1_color,J05,Joseph,blue,color,swap,revoked_reflection,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,no_edit,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
