case,intent,stage,update_revision,update_scope,signature,accepted,store_revision,store_scope,operation
J06_g0_c1_recipient,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g0_c1_recipient,swap,old_replay,1,"[[""J06_g0_c1_recipient"", ""swap""]]",5510a044306cfcc01b8fde8f8fca6eccf9a00f689538a15845b6080e9ec3ddc1,0,2,[],none
J06_g0_c1_color,keep,current,1,"[[""J06_g0_c1_color"", ""keep""]]",3e8efa00662b9befb1198a43972c34eb6d7f9fe136000fa8da567a7550834e1f,1,1,"[[""J06_g0_c1_color"", ""keep""]]",keep
J06_g0_c1_color,keep,forged_opposite,2,"[[""J06_g0_c1_color"", ""swap""]]",forged,0,1,"[[""J06_g0_c1_color"", ""keep""]]",keep
J06_g0_c1_color,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g0_c1_color,keep,old_replay,1,"[[""J06_g0_c1_color"", ""keep""]]",3e8efa00662b9befb1198a43972c34eb6d7f9fe136000fa8da567a7550834e1f,0,2,[],none
J06_g0_c1_color,swap,current,1,"[[""J06_g0_c1_color"", ""swap""]]",971c9e0e2d50a7d733a619e7b2fb53a173c44070731c4a19410513190064614a,1,1,"[[""J06_g0_c1_color"", ""swap""]]",swap
J06_g0_c1_color,swap,forged_opposite,2,"[[""J06_g0_c1_color"", ""keep""]]",forged,0,1,"[[""J06_g0_c1_color"", ""swap""]]",swap
J06_g0_c1_color,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g0_c1_color,swap,old_replay,1,"[[""J06_g0_c1_color"", ""swap""]]",971c9e0e2d50a7d733a619e7b2fb53a173c44070731c4a19410513190064614a,0,2,[],none
J06_g1_c0_recipient,keep,current,1,"[[""J06_g1_c0_recipient"", ""keep""]]",f748d9c71d6864207ad4244c63aac0d08fe8315862aa06bc869628652eea92d9,1,1,"[[""J06_g1_c0_recipient"", ""keep""]]",keep
J06_g1_c0_recipient,keep,forged_opposite,2,"[[""J06_g1_c0_recipient"", ""swap""]]",forged,0,1,"[[""J06_g1_c0_recipient"", ""keep""]]",keep
J06_g1_c0_recipient,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c0_recipient,keep,old_replay,1,"[[""J06_g1_c0_recipient"", ""keep""]]",f748d9c71d6864207ad4244c63aac0d08fe8315862aa06bc869628652eea92d9,0,2,[],none
J06_g1_c0_recipient,swap,current,1,"[[""J06_g1_c0_recipient"", ""swap""]]",f0ae53cfed166d67fe28258c7a656bb2c3e749e734035fb9293e03cb4b41bd94,1,1,"[[""J06_g1_c0_recipient"", ""swap""]]",swap
J06_g1_c0_recipient,swap,forged_opposite,2,"[[""J06_g1_c0_recipient"", ""keep""]]",forged,0,1,"[[""J06_g1_c0_recipient"", ""swap""]]",swap
J06_g1_c0_recipient,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c0_recipient,swap,old_replay,1,"[[""J06_g1_c0_recipient"", ""swap""]]",f0ae53cfed166d67fe28258c7a656bb2c3e749e734035fb9293e03cb4b41bd94,0,2,[],none
J06_g1_c0_color,keep,current,1,"[[""J06_g1_c0_color"", ""keep""]]",a19433b91dc8f3d2f285061d0795ca7a1f19010d34164a1f828d037a1d18c768,1,1,"[[""J06_g1_c0_color"", ""keep""]]",keep
J06_g1_c0_color,keep,forged_opposite,2,"[[""J06_g1_c0_color"", ""swap""]]",forged,0,1,"[[""J06_g1_c0_color"", ""keep""]]",keep
J06_g1_c0_color,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c0_color,keep,old_replay,1,"[[""J06_g1_c0_color"", ""keep""]]",a19433b91dc8f3d2f285061d0795ca7a1f19010d34164a1f828d037a1d18c768,0,2,[],none
J06_g1_c0_color,swap,current,1,"[[""J06_g1_c0_color"", ""swap""]]",81e385bb98786ce19c8bb5b5865382383b22d786d6fe92d55a7d7bf6bf39844a,1,1,"[[""J06_g1_c0_color"", ""swap""]]",swap
J06_g1_c0_color,swap,forged_opposite,2,"[[""J06_g1_c0_color"", ""keep""]]",forged,0,1,"[[""J06_g1_c0_color"", ""swap""]]",swap
J06_g1_c0_color,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c0_color,swap,old_replay,1,"[[""J06_g1_c0_color"", ""swap""]]",81e385bb98786ce19c8bb5b5865382383b22d786d6fe92d55a7d7bf6bf39844a,0,2,[],none
J06_g1_c1_recipient,keep,current,1,"[[""J06_g1_c1_recipient"", ""keep""]]",3cf5945bb89841ae4a52d6fbcf0deb49ed9f36b619e084904b7dabdd9c6b3120,1,1,"[[""J06_g1_c1_recipient"", ""keep""]]",keep
J06_g1_c1_recipient,keep,forged_opposite,2,"[[""J06_g1_c1_recipient"", ""swap""]]",forged,0,1,"[[""J06_g1_c1_recipient"", ""keep""]]",keep
J06_g1_c1_recipient,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c1_recipient,keep,old_replay,1,"[[""J06_g1_c1_recipient"", ""keep""]]",3cf5945bb89841ae4a52d6fbcf0deb49ed9f36b619e084904b7dabdd9c6b3120,0,2,[],none
J06_g1_c1_recipient,swap,current,1,"[[""J06_g1_c1_recipient"", ""swap""]]",6258d08f337ff825061c0d443ac678985c7b3997b72f5c80abc78bbe47cb7534,1,1,"[[""J06_g1_c1_recipient"", ""swap""]]",swap
J06_g1_c1_recipient,swap,forged_opposite,2,"[[""J06_g1_c1_recipient"", ""keep""]]",forged,0,1,"[[""J06_g1_c1_recipient"", ""swap""]]",swap
J06_g1_c1_recipient,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c1_recipient,swap,old_replay,1,"[[""J06_g1_c1_recipient"", ""swap""]]",6258d08f337ff825061c0d443ac678985c7b3997b72f5c80abc78bbe47cb7534,0,2,[],none
J06_g1_c1_color,keep,current,1,"[[""J06_g1_c1_color"", ""keep""]]",a5c2b528de9ffd5af54a8874ff13c08bc63d72a190ae7a65cb52d4e0085e05f5,1,1,"[[""J06_g1_c1_color"", ""keep""]]",keep
J06_g1_c1_color,keep,forged_opposite,2,"[[""J06_g1_c1_color"", ""swap""]]",forged,0,1,"[[""J06_g1_c1_color"", ""keep""]]",keep
J06_g1_c1_color,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c1_color,keep,old_replay,1,"[[""J06_g1_c1_color"", ""keep""]]",a5c2b528de9ffd5af54a8874ff13c08bc63d72a190ae7a65cb52d4e0085e05f5,0,2,[],none
J06_g1_c1_color,swap,current,1,"[[""J06_g1_c1_color"", ""swap""]]",8ca91ada8b0e8a58c20380eeb5385fc1f82ddb26b17894dd068c7dbbf975034e,1,1,"[[""J06_g1_c1_color"", ""swap""]]",swap
J06_g1_c1_color,swap,forged_opposite,2,"[[""J06_g1_c1_color"", ""keep""]]",forged,0,1,"[[""J06_g1_c1_color"", ""swap""]]",swap
J06_g1_c1_color,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J06_g1_c1_color,swap,old_replay,1,"[[""J06_g1_c1_color"", ""swap""]]",8ca91ada8b0e8a58c20380eeb5385fc1f82ddb26b17894dd068c7dbbf975034e,0,2,[],none
J07_g0_c0_recipient,keep,current,1,"[[""J07_g0_c0_recipient"", ""keep""]]",bd2822c062514e9f6e05907b6eb8d76b7b3c52b14144160cbc523b7ed1191ef2,1,1,"[[""J07_g0_c0_recipient"", ""keep""]]",keep
J07_g0_c0_recipient,keep,forged_opposite,2,"[[""J07_g0_c0_recipient"", ""swap""]]",forged,0,1,"[[""J07_g0_c0_recipient"", ""keep""]]",keep
J07_g0_c0_recipient,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c0_recipient,keep,old_replay,1,"[[""J07_g0_c0_recipient"", ""keep""]]",bd2822c062514e9f6e05907b6eb8d76b7b3c52b14144160cbc523b7ed1191ef2,0,2,[],none
J07_g0_c0_recipient,swap,current,1,"[[""J07_g0_c0_recipient"", ""swap""]]",e2f27969ab2f6315957f36881cd3d59c3c478e10f6604e371daecd2a97667448,1,1,"[[""J07_g0_c0_recipient"", ""swap""]]",swap
J07_g0_c0_recipient,swap,forged_opposite,2,"[[""J07_g0_c0_recipient"", ""keep""]]",forged,0,1,"[[""J07_g0_c0_recipient"", ""swap""]]",swap
J07_g0_c0_recipient,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c0_recipient,swap,old_replay,1,"[[""J07_g0_c0_recipient"", ""swap""]]",e2f27969ab2f6315957f36881cd3d59c3c478e10f6604e371daecd2a97667448,0,2,[],none
J07_g0_c0_color,keep,current,1,"[[""J07_g0_c0_color"", ""keep""]]",f982209daf6a74b2b55c5f004831c2772ec326f535df930b50244fce53a6cf40,1,1,"[[""J07_g0_c0_color"", ""keep""]]",keep
J07_g0_c0_color,keep,forged_opposite,2,"[[""J07_g0_c0_color"", ""swap""]]",forged,0,1,"[[""J07_g0_c0_color"", ""keep""]]",keep
J07_g0_c0_color,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c0_color,keep,old_replay,1,"[[""J07_g0_c0_color"", ""keep""]]",f982209daf6a74b2b55c5f004831c2772ec326f535df930b50244fce53a6cf40,0,2,[],none
J07_g0_c0_color,swap,current,1,"[[""J07_g0_c0_color"", ""swap""]]",bed18541dddb6cc8032c6be3764104a039af03481e02e128eb9431350cb425d9,1,1,"[[""J07_g0_c0_color"", ""swap""]]",swap
J07_g0_c0_color,swap,forged_opposite,2,"[[""J07_g0_c0_color"", ""keep""]]",forged,0,1,"[[""J07_g0_c0_color"", ""swap""]]",swap
J07_g0_c0_color,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c0_color,swap,old_replay,1,"[[""J07_g0_c0_color"", ""swap""]]",bed18541dddb6cc8032c6be3764104a039af03481e02e128eb9431350cb425d9,0,2,[],none
J07_g0_c1_recipient,keep,current,1,"[[""J07_g0_c1_recipient"", ""keep""]]",22c1c5971e07d27729a7e80cf793efc2e2e83d75fa55a7bf58684d072c9b94d9,1,1,"[[""J07_g0_c1_recipient"", ""keep""]]",keep
J07_g0_c1_recipient,keep,forged_opposite,2,"[[""J07_g0_c1_recipient"", ""swap""]]",forged,0,1,"[[""J07_g0_c1_recipient"", ""keep""]]",keep
J07_g0_c1_recipient,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c1_recipient,keep,old_replay,1,"[[""J07_g0_c1_recipient"", ""keep""]]",22c1c5971e07d27729a7e80cf793efc2e2e83d75fa55a7bf58684d072c9b94d9,0,2,[],none
J07_g0_c1_recipient,swap,current,1,"[[""J07_g0_c1_recipient"", ""swap""]]",8984912f5c1d4d5d523dc9808ca74b20207491a21e64376450ccfc7d52c35b1e,1,1,"[[""J07_g0_c1_recipient"", ""swap""]]",swap
J07_g0_c1_recipient,swap,forged_opposite,2,"[[""J07_g0_c1_recipient"", ""keep""]]",forged,0,1,"[[""J07_g0_c1_recipient"", ""swap""]]",swap
J07_g0_c1_recipient,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c1_recipient,swap,old_replay,1,"[[""J07_g0_c1_recipient"", ""swap""]]",8984912f5c1d4d5d523dc9808ca74b20207491a21e64376450ccfc7d52c35b1e,0,2,[],none
J07_g0_c1_color,keep,current,1,"[[""J07_g0_c1_color"", ""keep""]]",b4acf64ac597a5078b16ac74c4ed1488844da7a0775545b46a270e2dfe3824ac,1,1,"[[""J07_g0_c1_color"", ""keep""]]",keep
J07_g0_c1_color,keep,forged_opposite,2,"[[""J07_g0_c1_color"", ""swap""]]",forged,0,1,"[[""J07_g0_c1_color"", ""keep""]]",keep
J07_g0_c1_color,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c1_color,keep,old_replay,1,"[[""J07_g0_c1_color"", ""keep""]]",b4acf64ac597a5078b16ac74c4ed1488844da7a0775545b46a270e2dfe3824ac,0,2,[],none
J07_g0_c1_color,swap,current,1,"[[""J07_g0_c1_color"", ""swap""]]",255bca78beb82ea0d6fe45c650ce86862f9588183517d970e0596284b8b1eb01,1,1,"[[""J07_g0_c1_color"", ""swap""]]",swap
J07_g0_c1_color,swap,forged_opposite,2,"[[""J07_g0_c1_color"", ""keep""]]",forged,0,1,"[[""J07_g0_c1_color"", ""swap""]]",swap
J07_g0_c1_color,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g0_c1_color,swap,old_replay,1,"[[""J07_g0_c1_color"", ""swap""]]",255bca78beb82ea0d6fe45c650ce86862f9588183517d970e0596284b8b1eb01,0,2,[],none
J07_g1_c0_recipient,keep,current,1,"[[""J07_g1_c0_recipient"", ""keep""]]",decfec160d8e1fbd9d0c63fc6b42a878210e662a8c19d0d8ac5405188416f56e,1,1,"[[""J07_g1_c0_recipient"", ""keep""]]",keep
J07_g1_c0_recipient,keep,forged_opposite,2,"[[""J07_g1_c0_recipient"", ""swap""]]",forged,0,1,"[[""J07_g1_c0_recipient"", ""keep""]]",keep
J07_g1_c0_recipient,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c0_recipient,keep,old_replay,1,"[[""J07_g1_c0_recipient"", ""keep""]]",decfec160d8e1fbd9d0c63fc6b42a878210e662a8c19d0d8ac5405188416f56e,0,2,[],none
J07_g1_c0_recipient,swap,current,1,"[[""J07_g1_c0_recipient"", ""swap""]]",c4b4f2c2bc21661e4573190b8ea1a2e4c78a80a185c3621e86f1701a4e35f721,1,1,"[[""J07_g1_c0_recipient"", ""swap""]]",swap
J07_g1_c0_recipient,swap,forged_opposite,2,"[[""J07_g1_c0_recipient"", ""keep""]]",forged,0,1,"[[""J07_g1_c0_recipient"", ""swap""]]",swap
J07_g1_c0_recipient,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c0_recipient,swap,old_replay,1,"[[""J07_g1_c0_recipient"", ""swap""]]",c4b4f2c2bc21661e4573190b8ea1a2e4c78a80a185c3621e86f1701a4e35f721,0,2,[],none
J07_g1_c0_color,keep,current,1,"[[""J07_g1_c0_color"", ""keep""]]",fea03cad87711ebe120e6949a108a850ab6eedae142b50b756e23fcac8861986,1,1,"[[""J07_g1_c0_color"", ""keep""]]",keep
J07_g1_c0_color,keep,forged_opposite,2,"[[""J07_g1_c0_color"", ""swap""]]",forged,0,1,"[[""J07_g1_c0_color"", ""keep""]]",keep
J07_g1_c0_color,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c0_color,keep,old_replay,1,"[[""J07_g1_c0_color"", ""keep""]]",fea03cad87711ebe120e6949a108a850ab6eedae142b50b756e23fcac8861986,0,2,[],none
J07_g1_c0_color,swap,current,1,"[[""J07_g1_c0_color"", ""swap""]]",c2819ee546e5c95e50648b03c7e6f956ac7b85191f3b099450f949921e8e90e9,1,1,"[[""J07_g1_c0_color"", ""swap""]]",swap
J07_g1_c0_color,swap,forged_opposite,2,"[[""J07_g1_c0_color"", ""keep""]]",forged,0,1,"[[""J07_g1_c0_color"", ""swap""]]",swap
J07_g1_c0_color,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c0_color,swap,old_replay,1,"[[""J07_g1_c0_color"", ""swap""]]",c2819ee546e5c95e50648b03c7e6f956ac7b85191f3b099450f949921e8e90e9,0,2,[],none
J07_g1_c1_recipient,keep,current,1,"[[""J07_g1_c1_recipient"", ""keep""]]",adf176842ab432239cf32d4fd0c1e66d61724b7f24a066825b6c1c60d9bfa28a,1,1,"[[""J07_g1_c1_recipient"", ""keep""]]",keep
J07_g1_c1_recipient,keep,forged_opposite,2,"[[""J07_g1_c1_recipient"", ""swap""]]",forged,0,1,"[[""J07_g1_c1_recipient"", ""keep""]]",keep
J07_g1_c1_recipient,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c1_recipient,keep,old_replay,1,"[[""J07_g1_c1_recipient"", ""keep""]]",adf176842ab432239cf32d4fd0c1e66d61724b7f24a066825b6c1c60d9bfa28a,0,2,[],none
J07_g1_c1_recipient,swap,current,1,"[[""J07_g1_c1_recipient"", ""swap""]]",59c55df1aee1f152c5b0eb3030e0f315a7f28563eed4a6d5fd38bbd5e34a5f8e,1,1,"[[""J07_g1_c1_recipient"", ""swap""]]",swap
J07_g1_c1_recipient,swap,forged_opposite,2,"[[""J07_g1_c1_recipient"", ""keep""]]",forged,0,1,"[[""J07_g1_c1_recipient"", ""swap""]]",swap
J07_g1_c1_recipient,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c1_recipient,swap,old_replay,1,"[[""J07_g1_c1_recipient"", ""swap""]]",59c55df1aee1f152c5b0eb3030e0f315a7f28563eed4a6d5fd38bbd5e34a5f8e,0,2,[],none
J07_g1_c1_color,keep,current,1,"[[""J07_g1_c1_color"", ""keep""]]",f6a42358189f0f7ab615fd2e2751347428e523da415e81748799e24e64b35e67,1,1,"[[""J07_g1_c1_color"", ""keep""]]",keep
J07_g1_c1_color,keep,forged_opposite,2,"[[""J07_g1_c1_color"", ""swap""]]",forged,0,1,"[[""J07_g1_c1_color"", ""keep""]]",keep
J07_g1_c1_color,keep,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c1_color,keep,old_replay,1,"[[""J07_g1_c1_color"", ""keep""]]",f6a42358189f0f7ab615fd2e2751347428e523da415e81748799e24e64b35e67,0,2,[],none
J07_g1_c1_color,swap,current,1,"[[""J07_g1_c1_color"", ""swap""]]",4eeb9f209c4663e37b86d59f39dd8bda5d9f0541c094b310f19482cad0442eaf,1,1,"[[""J07_g1_c1_color"", ""swap""]]",swap
J07_g1_c1_color,swap,forged_opposite,2,"[[""J07_g1_c1_color"", ""keep""]]",forged,0,1,"[[""J07_g1_c1_color"", ""swap""]]",swap
J07_g1_c1_color,swap,revoke,2,[],204f54754f15b3e33247d286443819c6cccb5669de3ac033d374f4efc65ec901,1,2,[],none
J07_g1_c1_color,swap,old_replay,1,"[[""J07_g1_c1_color"", ""swap""]]",4eeb9f209c4663e37b86d59f39dd8bda5d9f0541c094b310f19482cad0442eaf,0,2,[],none
