id,case,family,query,candidate,top_id,top_text,word_a,word_b,word_a_id,word_b_id,word_a_logit,word_b_logit,word_a_probability,word_b_probability,edit_norm,capped
J02_g1_c0_color/none,J02_g1_c0_color,J02,color,none,2266, red,red,blue,2266,4171,-113.2016372680664,-114.40034484863281,0.08760544068858939,0.02642037581846356,0.0,0
J02_g1_c1_recipient/none,J02_g1_c1_recipient,J02,recipient,none,3977, William,William,Elizabeth,3977,10674,-83.08643341064453,-84.48762512207031,0.2627515670478589,0.0647165692571569,0.0,0
J02_g1_c1_color/none,J02_g1_c1_color,J02,color,none,2266, red,red,blue,2266,4171,-114.02991485595703,-114.13386535644531,0.0633972350108697,0.05713802021245548,0.0,0
J02_g0_c0_recipient/d6_internal,J02_g0_c0_recipient,J02,recipient,d6_internal,3977, William,William,Elizabeth,3977,10674,-81.96177673339844,-83.44882202148438,0.17936379626857932,0.04054331207599411,26.183652877807617,0
J02_g0_c0_recipient/d6_task,J02_g0_c0_recipient,J02,recipient,d6_task,3977, William,William,Elizabeth,3977,10674,-82.66349792480469,-86.62972259521484,0.43427023657732483,0.008227172000830533,45.251930236816406,0
J02_g0_c0_recipient/d6_yoked,J02_g0_c0_recipient,J02,recipient,d6_yoked,3977, William,William,Elizabeth,3977,10674,-84.18592071533203,-85.48626708984375,0.1680749149620854,0.045789894739079025,27.04319953918457,0
J02_g0_c0_recipient/d6_ridge,J02_g0_c0_recipient,J02,recipient,d6_ridge,465, his,William,Elizabeth,3977,10674,-82.19770050048828,-82.18971252441406,0.09966052458002034,0.10045979850642456,18.91192626953125,0
J02_g0_c0_recipient/reflection,J02_g0_c0_recipient,J02,recipient,reflection,465, his,William,Elizabeth,3977,10674,-82.6611328125,-82.66773223876953,0.09875592001564866,0.09810633340986866,19.021352767944336,0
J02_g0_c0_recipient/reflection_capped,J02_g0_c0_recipient,J02,recipient,reflection_capped,465, his,William,Elizabeth,3977,10674,-82.6611328125,-82.66773223876953,0.09875592001564866,0.09810633340986866,19.021352767944336,0
J02_g0_c0_recipient/donor,J02_g0_c0_recipient,J02,recipient,donor,3977, William,William,Elizabeth,3977,10674,-83.09080505371094,-83.88160705566406,0.15603199446738428,0.0707575381407992,24.082143783569336,0
J02_g0_c0_color/d6_internal,J02_g0_c0_color,J02,color,d6_internal,2266, red,red,blue,2266,4171,-106.52530670166016,-107.3876724243164,0.05266621537545382,0.022233684369131732,60.325294494628906,0
J02_g0_c0_color/d6_task,J02_g0_c0_color,J02,color,d6_task,2266, red,red,blue,2266,4171,-116.44319152832031,-117.36054992675781,0.08026091185330546,0.032070106276113654,24.069032669067383,0
J02_g0_c0_color/d6_yoked,J02_g0_c0_color,J02,color,d6_yoked,2266, red,red,blue,2266,4171,-105.8956298828125,-107.25936889648438,0.07847872383877615,0.020067238109909687,68.98456573486328,0
J02_g0_c0_color/d6_ridge,J02_g0_c0_color,J02,color,d6_ridge,2266, red,red,blue,2266,4171,-113.2396469116211,-114.60623931884766,0.08851989710386576,0.022570301418058276,31.478506088256836,0
J02_g0_c0_color/reflection,J02_g0_c0_color,J02,color,reflection,2266, red,red,blue,2266,4171,-113.50030517578125,-114.96611785888672,0.0844031292779085,0.01948786169481933,33.74687194824219,0
J02_g0_c0_color/reflection_capped,J02_g0_c0_color,J02,color,reflection_capped,2266, red,red,blue,2266,4171,-113.50030517578125,-114.96611785888672,0.0844031292779085,0.01948786169481933,33.74687194824219,0
J02_g0_c0_color/donor,J02_g0_c0_color,J02,color,donor,2266, red,red,blue,2266,4171,-114.02692413330078,-115.23395538330078,0.09040483785245372,0.027038628589189814,6.069746017456055,0
J02_g0_c1_recipient/d6_internal,J02_g0_c1_recipient,J02,recipient,d6_internal,3977, William,William,Elizabeth,3977,10674,-81.79047393798828,-83.31126403808594,0.1880543652602008,0.04109724131026365,23.67121696472168,0
J02_g0_c1_recipient/d6_task,J02_g0_c1_recipient,J02,recipient,d6_task,3977, William,William,Elizabeth,3977,10674,-82.06964111328125,-86.24925231933594,0.4627571780174026,0.007082247189072628,44.16455078125,0
J02_g0_c1_recipient/d6_yoked,J02_g0_c1_recipient,J02,recipient,d6_yoked,3977, William,William,Elizabeth,3977,10674,-83.87105560302734,-85.69336700439453,0.2041307371867127,0.032998075968133596,28.531496047973633,0
J02_g0_c1_recipient/d6_ridge,J02_g0_c1_recipient,J02,recipient,d6_ridge,465, his,William,Elizabeth,3977,10674,-82.12478637695312,-81.9656753540039,0.09272551924695538,0.10871771433014862,16.487146377563477,0
J02_g0_c1_recipient/reflection,J02_g0_c1_recipient,J02,recipient,reflection,465, his,William,Elizabeth,3977,10674,-82.01303100585938,-81.93488311767578,0.09151515773478147,0.0989537436461955,16.61689567565918,0
J02_g0_c1_recipient/reflection_capped,J02_g0_c1_recipient,J02,recipient,reflection_capped,465, his,William,Elizabeth,3977,10674,-82.01303100585938,-81.93488311767578,0.09151515773478147,0.0989537436461955,16.61689567565918,0
J02_g0_c1_recipient/donor,J02_g0_c1_recipient,J02,recipient,donor,3977, William,William,Elizabeth,3977,10674,-82.77791595458984,-83.54832458496094,0.15756615111222308,0.07292538147344237,22.636669158935547,0
J02_g0_c1_color/d6_internal,J02_g0_c1_color,J02,color,d6_internal,366," """,red,blue,2266,4171,-105.86548614501953,-106.26559448242188,0.04687064741517891,0.03141493093668539,61.32592010498047,0
J02_g0_c1_color/d6_task,J02_g0_c1_color,J02,color,d6_task,4171, blue,red,blue,2266,4171,-116.287841796875,-116.14840698242188,0.06333465773185415,0.07281103397311083,24.138513565063477,0
J02_g0_c1_color/d6_yoked,J02_g0_c1_color,J02,color,d6_yoked,2266, red,red,blue,2266,4171,-105.20707702636719,-105.5617446899414,0.06305756393190941,0.044228985683279626,68.12208557128906,0
J02_g0_c1_color/d6_ridge,J02_g0_c1_color,J02,color,d6_ridge,2266, red,red,blue,2266,4171,-113.21748352050781,-113.57344818115234,0.06843670760677796,0.04793973402696054,32.082977294921875,0
J02_g0_c1_color/reflection,J02_g0_c1_color,J02,color,reflection,366," """,red,blue,2266,4171,-112.7175521850586,-113.23465728759766,0.06636589578444528,0.03957027496873448,34.31926345825195,0
J02_g0_c1_color/reflection_capped,J02_g0_c1_color,J02,color,reflection_capped,366," """,red,blue,2266,4171,-112.7175521850586,-113.23465728759766,0.06636589578444528,0.03957027496873448,34.31926345825195,0
J02_g0_c1_color/donor,J02_g0_c1_color,J02,color,donor,2266, red,red,blue,2266,4171,-115.0047836303711,-115.19448852539062,0.06420552317559032,0.05311101485225664,7.2916483879089355,0
J02_g1_c0_recipient/d6_internal,J02_g1_c0_recipient,J02,recipient,d6_internal,3977, William,William,Elizabeth,3977,10674,-85.3336410522461,-86.60185241699219,0.24046635077590867,0.06765145089025362,10.710372924804688,0
J02_g1_c0_recipient/d6_task,J02_g1_c0_recipient,J02,recipient,d6_task,3977, William,William,Elizabeth,3977,10674,-83.37541198730469,-86.02252960205078,0.42880318230512804,0.03038291416614592,12.400687217712402,0
J02_g1_c0_recipient/d6_yoked,J02_g1_c0_recipient,J02,recipient,d6_yoked,3977, William,William,Elizabeth,3977,10674,-83.78540802001953,-87.48934173583984,0.5319960630103026,0.013101180925611775,23.00616455078125,0
J02_g1_c0_recipient/d6_ridge,J02_g1_c0_recipient,J02,recipient,d6_ridge,607, her,William,Elizabeth,3977,10674,-80.15276336669922,-78.62321472167969,0.02909895803839741,0.13432349230441704,21.179794311523438,0
J02_g1_c0_recipient/reflection,J02_g1_c0_recipient,J02,recipient,reflection,607, her,William,Elizabeth,3977,10674,-79.93519592285156,-78.31900787353516,0.027677243165655275,0.13932350157237838,21.16925048828125,0
J02_g1_c0_recipient/reflection_capped,J02_g1_c0_recipient,J02,recipient,reflection_capped,607, her,William,Elizabeth,3977,10674,-79.93519592285156,-78.31900787353516,0.027677243165655275,0.13932350157237838,21.16925048828125,0
J02_g1_c0_recipient/donor,J02_g1_c0_recipient,J02,recipient,donor,607, her,William,Elizabeth,3977,10674,-79.25863647460938,-77.2026596069336,0.019775476785574425,0.1545348274868022,24.082143783569336,0
J02_g1_c0_color/d6_internal,J02_g1_c0_color,J02,color,d6_internal,2266, red,red,blue,2266,4171,-102.52555084228516,-103.52445983886719,0.05225736683096946,0.01924539625033511,66.2577896118164,0
J02_g1_c0_color/d6_task,J02_g1_c0_color,J02,color,d6_task,2266, red,red,blue,2266,4171,-114.98358917236328,-115.8936538696289,0.07537220275713111,0.03033717463278147,24.887704849243164,0
J02_g1_c0_color/d6_yoked,J02_g1_c0_color,J02,color,d6_yoked,2266, red,red,blue,2266,4171,-103.38066864013672,-104.88495635986328,0.08830442966589257,0.019619079815709074,69.50834655761719,1
J02_g1_c0_color/d6_ridge,J02_g1_c0_color,J02,color,d6_ridge,2266, red,red,blue,2266,4171,-111.78038787841797,-113.26044464111328,0.08777356611093759,0.019979437571782676,32.990867614746094,0
J02_g1_c0_color/reflection,J02_g1_c0_color,J02,color,reflection,2266, red,red,blue,2266,4171,-112.06551361083984,-113.6226806640625,0.07926977173494175,0.016704694939818403,35.60468673706055,0
J02_g1_c0_color/reflection_capped,J02_g1_c0_color,J02,color,reflection_capped,2266, red,red,blue,2266,4171,-112.06551361083984,-113.6226806640625,0.07926977173494175,0.016704694939818403,35.60468673706055,0
J02_g1_c0_color/donor,J02_g1_c0_color,J02,color,donor,2266, red,red,blue,2266,4171,-113.16238403320312,-114.36965942382812,0.08921341206334206,0.026675778919366292,6.069746017456055,0
J02_g1_c1_recipient/d6_internal,J02_g1_c1_recipient,J02,recipient,d6_internal,3977, William,William,Elizabeth,3977,10674,-83.97660064697266,-84.8010025024414,0.18656233841462866,0.0818070627851802,10.233397483825684,0
J02_g1_c1_recipient/d6_task,J02_g1_c1_recipient,J02,recipient,d6_task,3977, William,William,Elizabeth,3977,10674,-82.32100677490234,-84.6007308959961,0.40520735068144415,0.04145774816046186,10.247196197509766,0
J02_g1_c1_recipient/d6_yoked,J02_g1_c1_recipient,J02,recipient,d6_yoked,3977, William,William,Elizabeth,3977,10674,-83.4833755493164,-86.9710693359375,0.5448404876425111,0.01665647920175707,20.235828399658203,0
J02_g1_c1_recipient/d6_ridge,J02_g1_c1_recipient,J02,recipient,d6_ridge,607, her,William,Elizabeth,3977,10674,-79.40328216552734,-77.72606658935547,0.025855065935010642,0.13834106647111313,20.721721649169922,0
J02_g1_c1_recipient/reflection,J02_g1_c1_recipient,J02,recipient,reflection,607, her,William,Elizabeth,3977,10674,-79.13971710205078,-77.42630767822266,0.026093853350400584,0.14476463353917476,20.8008975982666,0
J02_g1_c1_recipient/reflection_capped,J02_g1_c1_recipient,J02,recipient,reflection_capped,607, her,William,Elizabeth,3977,10674,-79.13971710205078,-77.42630767822266,0.026093853350400584,0.14476463353917476,20.8008975982666,0
J02_g1_c1_recipient/donor,J02_g1_c1_recipient,J02,recipient,donor,607, her,William,Elizabeth,3977,10674,-78.70928955078125,-76.9785385131836,0.02536362206352569,0.14317490329060686,22.636669158935547,0
J02_g1_c1_color/d6_internal,J02_g1_c1_color,J02,color,d6_internal,366," """,red,blue,2266,4171,-105.93412017822266,-106.12252807617188,0.04399279517712274,0.03643821099278129,59.54469680786133,0
J02_g1_c1_color/d6_task,J02_g1_c1_color,J02,color,d6_task,4171, blue,red,blue,2266,4171,-115.6698989868164,-115.44257354736328,0.05945638459536934,0.07463193145323507,26.142969131469727,0
J02_g1_c1_color/d6_yoked,J02_g1_c1_color,J02,color,d6_yoked,2266, red,red,blue,2266,4171,-104.19898986816406,-104.43592071533203,0.06392872516284297,0.05044269534218487,69.50833892822266,1
J02_g1_c1_color/d6_ridge,J02_g1_c1_color,J02,color,d6_ridge,2266, red,red,blue,2266,4171,-112.44847869873047,-112.75717163085938,0.06821257281130123,0.05009573966266389,32.41436004638672,0
J02_g1_c1_color/reflection,J02_g1_c1_color,J02,color,reflection,2266, red,red,blue,2266,4171,-111.40257263183594,-111.85931396484375,0.06377647466175833,0.04039245675844777,34.770137786865234,0
J02_g1_c1_color/reflection_capped,J02_g1_c1_color,J02,color,reflection_capped,2266, red,red,blue,2266,4171,-111.40257263183594,-111.85931396484375,0.06377647466175833,0.04039245675844777,34.770137786865234,0
J02_g1_c1_color/donor,J02_g1_c1_color,J02,color,donor,2266, red,red,blue,2266,4171,-112.95270538330078,-113.05586242675781,0.06909495307065289,0.06232263276621382,7.2916483879089355,0
J03_g0_c0_recipient/none,J03_g0_c0_recipient,J03,recipient,none,14919, Susan,Joseph,Susan,7212,14919,-71.33515167236328,-68.39167022705078,0.02338579956423114,0.44390493415124327,0.0,0
J03_g0_c0_color/none,J03_g0_c0_color,J03,color,none,2266, red,red,blue,2266,4171,-116.36766815185547,-117.52819061279297,0.08028251448037109,0.02515431327628054,0.0,0
J03_g0_c1_recipient/none,J03_g0_c1_recipient,J03,recipient,none,14919, Susan,Joseph,Susan,7212,14919,-71.6384506225586,-68.83853912353516,0.025772943484362373,0.423789444412401,0.0,0
J03_g0_c1_color/none,J03_g0_c1_color,J03,color,none,366," """,red,blue,2266,4171,-115.65333557128906,-115.8673324584961,0.05130622975532892,0.04142213067288388,0.0,0
J03_g1_c0_recipient/none,J03_g1_c0_recipient,J03,recipient,none,7212, Joseph,Joseph,Susan,7212,14919,-82.09150695800781,-86.23993682861328,0.6561495805496608,0.010360069149557666,0.0,0
J03_g1_c0_color/none,J03_g1_c0_color,J03,color,none,2266, red,red,blue,2266,4171,-113.04631042480469,-114.24331665039062,0.07308720088949865,0.022079443900119608,0.0,0
J03_g1_c1_recipient/none,J03_g1_c1_recipient,J03,recipient,none,7212, Joseph,Joseph,Susan,7212,14919,-81.1825180053711,-85.64977264404297,0.6925870089154359,0.0079500580946304,0.0,0
J03_g1_c1_color/none,J03_g1_c1_color,J03,color,none,257, a,red,blue,2266,4171,-115.10856628417969,-115.19314575195312,0.045659489521122906,0.04195644235134876,0.0,0
J03_g0_c0_recipient/d6_internal,J03_g0_c0_recipient,J03,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-76.2845230102539,-77.14696502685547,0.2816287435336075,0.11888393424549547,25.719451904296875,0
J03_g0_c0_recipient/d6_task,J03_g0_c0_recipient,J03,recipient,d6_task,7212, Joseph,Joseph,Susan,7212,14919,-81.91326141357422,-84.9383773803711,0.5617790541684854,0.027275603657747227,36.31962966918945,0
J03_g0_c0_recipient/d6_yoked,J03_g0_c0_recipient,J03,recipient,d6_yoked,7212, Joseph,Joseph,Susan,7212,14919,-75.90003204345703,-76.5105209350586,0.24281668653039187,0.1318701716706095,21.039926528930664,0
J03_g0_c0_recipient/d6_ridge,J03_g0_c0_recipient,J03,recipient,d6_ridge,7212, Joseph,Joseph,Susan,7212,14919,-80.2645263671875,-81.62918853759766,0.3646139558034904,0.09314682094532725,28.322294235229492,0
J03_g0_c0_recipient/reflection,J03_g0_c0_recipient,J03,recipient,reflection,7212, Joseph,Joseph,Susan,7212,14919,-80.12471008300781,-81.47459411621094,0.3643426092064099,0.09446322693776407,28.44378662109375,0
J03_g0_c0_recipient/reflection_capped,J03_g0_c0_recipient,J03,recipient,reflection_capped,7212, Joseph,Joseph,Susan,7212,14919,-80.12471008300781,-81.47459411621094,0.3643426092064099,0.09446322693776407,28.44378662109375,0
J03_g0_c0_recipient/donor,J03_g0_c0_recipient,J03,recipient,donor,7212, Joseph,Joseph,Susan,7212,14919,-82.2734603881836,-85.0640640258789,0.42238508627309795,0.025927749047098953,31.941181182861328,0
J03_g0_c0_color/d6_internal,J03_g0_c0_color,J03,color,d6_internal,366," """,red,blue,2266,4171,-104.11773681640625,-105.19644927978516,0.04336572255118532,0.01474577885786082,64.85069274902344,0
J03_g0_c0_color/d6_task,J03_g0_c0_color,J03,color,d6_task,2266, red,red,blue,2266,4171,-116.77261352539062,-117.55705261230469,0.06672068491498959,0.03044969374884619,25.158977508544922,0
J03_g0_c0_color/d6_yoked,J03_g0_c0_color,J03,color,d6_yoked,2266, red,red,blue,2266,4171,-106.19912719726562,-108.08910369873047,0.08473781628591683,0.012801796003076552,64.83589935302734,0
J03_g0_c0_color/d6_ridge,J03_g0_c0_color,J03,color,d6_ridge,2266, red,red,blue,2266,4171,-115.43180084228516,-116.82808685302734,0.08144948351920604,0.020159930246615554,32.23137664794922,0
J03_g0_c0_color/reflection,J03_g0_c0_color,J03,color,reflection,2266, red,red,blue,2266,4171,-115.97615051269531,-117.48500061035156,0.07994004547995205,0.017679872127093096,34.55392074584961,0
J03_g0_c0_color/reflection_capped,J03_g0_c0_color,J03,color,reflection_capped,2266, red,red,blue,2266,4171,-115.97615051269531,-117.48500061035156,0.07994004547995205,0.017679872127093096,34.55392074584961,0
J03_g0_c0_color/donor,J03_g0_c0_color,J03,color,donor,2266, red,red,blue,2266,4171,-115.01107788085938,-116.14102172851562,0.07508906470543888,0.02425762717787656,6.6934099197387695,0
J03_g0_c1_recipient/d6_internal,J03_g0_c1_recipient,J03,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-77.79048919677734,-78.68453979492188,0.3001063283394828,0.12274220253435646,26.395662307739258,0
J03_g0_c1_recipient/d6_task,J03_g0_c1_recipient,J03,recipient,d6_task,7212, Joseph,Joseph,Susan,7212,14919,-81.92623901367188,-85.43991088867188,0.5811846319396273,0.017311943073634796,37.7218017578125,0
J03_g0_c1_recipient/d6_yoked,J03_g0_c1_recipient,J03,recipient,d6_yoked,7212, Joseph,Joseph,Susan,7212,14919,-76.71620178222656,-77.53437805175781,0.2793010375158168,0.12323756534204386,21.199935913085938,0
J03_g0_c1_recipient/d6_ridge,J03_g0_c1_recipient,J03,recipient,d6_ridge,7212, Joseph,Joseph,Susan,7212,14919,-79.73957061767578,-80.98095703125,0.3633911463453301,0.10501396892654667,27.251203536987305,0
J03_g0_c1_recipient/reflection,J03_g0_c1_recipient,J03,recipient,reflection,7212, Joseph,Joseph,Susan,7212,14919,-79.94711303710938,-81.1395034790039,0.3539876994713075,0.10743346474866754,27.3575496673584,0
J03_g0_c1_recipient/reflection_capped,J03_g0_c1_recipient,J03,recipient,reflection_capped,7212, Joseph,Joseph,Susan,7212,14919,-79.94711303710938,-81.1395034790039,0.3539876994713075,0.10743346474866754,27.3575496673584,0
J03_g0_c1_recipient/donor,J03_g0_c1_recipient,J03,recipient,donor,7212, Joseph,Joseph,Susan,7212,14919,-82.14688873291016,-85.28020477294922,0.4812881955790935,0.020971202977227713,31.790315628051758,0
J03_g0_c1_color/d6_internal,J03_g0_c1_color,J03,color,d6_internal,366," """,red,blue,2266,4171,-106.92862701416016,-107.33930969238281,0.030738533692350047,0.020385713939334464,60.51438522338867,0
J03_g0_c1_color/d6_task,J03_g0_c1_color,J03,color,d6_task,4171, blue,red,blue,2266,4171,-117.7366714477539,-117.62323760986328,0.04528209193321342,0.050721276158027226,24.316740036010742,0
J03_g0_c1_color/d6_yoked,J03_g0_c1_color,J03,color,d6_yoked,2266, red,red,blue,2266,4171,-105.42594146728516,-106.37081146240234,0.05037631303695504,0.01958278942758092,68.52079010009766,0
J03_g0_c1_color/d6_ridge,J03_g0_c1_color,J03,color,d6_ridge,257, a,red,blue,2266,4171,-114.82125091552734,-115.34801483154297,0.05084656705804704,0.03002555021570044,32.82466506958008,0
J03_g0_c1_color/reflection,J03_g0_c1_color,J03,color,reflection,257, a,red,blue,2266,4171,-114.97122955322266,-115.59351348876953,0.05046766215932562,0.02708686278699325,34.95915222167969,0
J03_g0_c1_color/reflection_capped,J03_g0_c1_color,J03,color,reflection_capped,257, a,red,blue,2266,4171,-114.97122955322266,-115.59351348876953,0.05046766215932562,0.02708686278699325,34.95915222167969,0
J03_g0_c1_color/donor,J03_g0_c1_color,J03,color,donor,366," """,red,blue,2266,4171,-115.00250244140625,-115.095947265625,0.05030958204014873,0.045821377165321565,7.364527225494385,0
J03_g1_c0_recipient/d6_internal,J03_g1_c0_recipient,J03,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-84.58699798583984,-89.17546081542969,0.6725679331572074,0.00683899159156124,12.360275268554688,0
J03_g1_c0_recipient/d6_task,J03_g1_c0_recipient,J03,recipient,d6_task,7212, Joseph,Joseph,Susan,7212,14919,-83.03284454345703,-88.34591674804688,0.7268873935086796,0.0035812051181069236,15.481470108032227,0
J03_g1_c0_recipient/d6_yoked,J03_g1_c0_recipient,J03,recipient,d6_yoked,7212, Joseph,Joseph,Susan,7212,14919,-83.78671264648438,-88.99172973632812,0.6846604439929238,0.0037580714865815467,16.12409782409668,0
J03_g1_c0_recipient/d6_ridge,J03_g1_c0_recipient,J03,recipient,d6_ridge,607, her,Joseph,Susan,7212,14919,-76.63055419921875,-76.69169616699219,0.11186795047048949,0.10523302682970896,25.281265258789062,0
J03_g1_c0_recipient/reflection,J03_g1_c0_recipient,J03,recipient,reflection,607, her,Joseph,Susan,7212,14919,-76.09576416015625,-76.17069244384766,0.11200677644838661,0.10392100983862161,25.26404571533203,0
J03_g1_c0_recipient/reflection_capped,J03_g1_c0_recipient,J03,recipient,reflection_capped,607, her,Joseph,Susan,7212,14919,-76.09576416015625,-76.17069244384766,0.11200677644838661,0.10392100983862161,25.26404571533203,0
J03_g1_c0_recipient/donor,J03_g1_c0_recipient,J03,recipient,donor,14919, Susan,Joseph,Susan,7212,14919,-73.79436492919922,-72.07335662841797,0.048684163217476595,0.27215236839497947,31.941181182861328,0
J03_g1_c0_color/d6_internal,J03_g1_c0_color,J03,color,d6_internal,366," """,red,blue,2266,4171,-104.73518371582031,-105.79247283935547,0.03875699663050341,0.013464036585555603,61.8112678527832,0
J03_g1_c0_color/d6_task,J03_g1_c0_color,J03,color,d6_task,2266, red,red,blue,2266,4171,-115.46646118164062,-116.37596893310547,0.06479715795831721,0.026095267923130754,24.39417839050293,0
J03_g1_c0_color/d6_yoked,J03_g1_c0_color,J03,color,d6_yoked,2266, red,red,blue,2266,4171,-103.31165313720703,-105.19685363769531,0.08238350894715159,0.012505703024995075,68.85360717773438,0
J03_g1_c0_color/d6_ridge,J03_g1_c0_color,J03,color,d6_ridge,2266, red,red,blue,2266,4171,-112.5929946899414,-114.11085510253906,0.08005235364701323,0.017545902179882538,32.10660171508789,0
J03_g1_c0_color/reflection,J03_g1_c0_color,J03,color,reflection,2266, red,red,blue,2266,4171,-113.03362274169922,-114.61063385009766,0.07235355475960405,0.014947640724203418,34.343910217285156,0
J03_g1_c0_color/reflection_capped,J03_g1_c0_color,J03,color,reflection_capped,2266, red,red,blue,2266,4171,-113.03362274169922,-114.61063385009766,0.07235355475960405,0.014947640724203418,34.343910217285156,0
J03_g1_c0_color/donor,J03_g1_c0_color,J03,color,donor,2266, red,red,blue,2266,4171,-115.72756958007812,-116.94546508789062,0.08127265604194005,0.024044688460359176,6.6934099197387695,0
J03_g1_c1_recipient/d6_internal,J03_g1_c1_recipient,J03,recipient,d6_internal,7212, Joseph,Joseph,Susan,7212,14919,-82.00141906738281,-86.15704345703125,0.6558808214671367,0.010281587849815232,14.282357215881348,0
J03_g1_c1_recipient/d6_task,J03_g1_c1_recipient,J03,recipient,d6_task,7212, Joseph,Joseph,Susan,7212,14919,-81.36516571044922,-86.28160858154297,0.7189370933648588,0.00526631560021815,9.535019874572754,0
J03_g1_c1_recipient/d6_yoked,J03_g1_c1_recipient,J03,recipient,d6_yoked,7212, Joseph,Joseph,Susan,7212,14919,-83.39576721191406,-89.20362854003906,0.7342276516288708,0.0022055078602448023,19.702665328979492,0
J03_g1_c1_recipient/d6_ridge,J03_g1_c1_recipient,J03,recipient,d6_ridge,607, her,Joseph,Susan,7212,14919,-75.10395812988281,-75.21090698242188,0.10273469856870836,0.09231448570170805,26.896995544433594,0
J03_g1_c1_recipient/reflection,J03_g1_c1_recipient,J03,recipient,reflection,607, her,Joseph,Susan,7212,14919,-75.27826690673828,-75.21849822998047,0.09704136204274573,0.10301823147572957,27.074657440185547,0
J03_g1_c1_recipient/reflection_capped,J03_g1_c1_recipient,J03,recipient,reflection_capped,607, her,Joseph,Susan,7212,14919,-75.27826690673828,-75.21849822998047,0.09704136204274573,0.10301823147572957,27.074657440185547,0
J03_g1_c1_recipient/donor,J03_g1_c1_recipient,J03,recipient,donor,14919, Susan,Joseph,Susan,7212,14919,-73.62751007080078,-71.87939453125,0.047784389294880186,0.2744624731914703,31.790315628051758,0
J03_g1_c1_color/d6_internal,J03_g1_c1_color,J03,color,d6_internal,366," """,red,blue,2266,4171,-104.25006866455078,-104.69756317138672,0.02979497724862912,0.019045775601234084,63.419456481933594,0
J03_g1_c1_color/d6_task,J03_g1_c1_color,J03,color,d6_task,4171, blue,red,blue,2266,4171,-116.71302032470703,-116.43684387207031,0.039808734276705476,0.052471113285667635,24.617835998535156,0
J03_g1_c1_color/d6_yoked,J03_g1_c1_color,J03,color,d6_yoked,2266, red,red,blue,2266,4171,-104.47993469238281,-105.19232940673828,0.04973412295241983,0.02439300867867999,69.50834655761719,1
J03_g1_c1_color/d6_ridge,J03_g1_c1_color,J03,color,d6_ridge,366," """,red,blue,2266,4171,-114.14114379882812,-114.51622772216797,0.04910729897845382,0.03374808772718941,33.16171646118164,0
J03_g1_c1_color/reflection,J03_g1_c1_color,J03,color,reflection,366," """,red,blue,2266,4171,-114.71156311035156,-115.23957824707031,0.04501117198210737,0.026546438312685015,35.596534729003906,0
J03_g1_c1_color/reflection_capped,J03_g1_c1_color,J03,color,reflection_capped,366," """,red,blue,2266,4171,-114.71156311035156,-115.23957824707031,0.04501117198210737,0.026546438312685015,35.596534729003906,0
J03_g1_c1_color/donor,J03_g1_c1_color,J03,color,donor,2266, red,red,blue,2266,4171,-115.2732925415039,-115.53018188476562,0.050405328690668924,0.038986192860020384,7.364527225494385,0
