id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J05_g1_c0_recipient/no_edit/later_giver,J05_g1_c0_recipient,J05,red,Susan,no_edit,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.14502670955086816,0.005927840216807977,"{""Joseph"": -109.06614685058594, ""Susan"": -112.2634048461914, ""red"": -116.5904541015625, ""blue"": -117.37003326416016}","{""Joseph"": 0.14502670955086816, ""Susan"": 0.005927840216807977, ""red"": 7.828577843063588e-05, ""blue"": 3.5901777064181136e-05}",68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9,"[2130, 13, 383, 308, 1428, 373]",ba4588ab079494246075778d7c0ddda217e59c6e6cdadb902b02623af93a8a26,0.0
J05_g1_c0_recipient/no_edit/later_color,J05_g1_c0_recipient,J05,red,Susan,no_edit,later_color,2266, red,red,red,1,1,0,0.05327001494491575,0.05327001494491575,"{""Joseph"": -121.54645538330078, ""Susan"": -122.91972351074219, ""red"": -117.43328094482422, ""blue"": -118.564453125}","{""Joseph"": 0.0008712721996544377, ""Susan"": 0.00022067395921906345, ""red"": 0.05327001494491575, ""blue"": 0.017187827354121787}",68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",c49568de62498226db383f309607460e5ad1ccea49deedcdc96c06d6dd63bbbc,0.0
J05_g1_c0_recipient/internal/later_giver,J05_g1_c0_recipient,J05,red,Susan,internal,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.14829760629268485,0.005630822545150062,"{""Joseph"": -109.18268585205078, ""Susan"": -112.45365142822266, ""red"": -116.74053955078125, ""blue"": -117.55009460449219}","{""Joseph"": 0.14829760629268485, ""Susan"": 0.005630822545150062, ""red"": 7.741051997004157e-05, ""blue"": 3.445202010783126e-05}",cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e,"[2130, 13, 383, 308, 1428, 373]",ac07c8cb53afea404de1d2f1c593c39af7ad3b946328f3d5f58608fd99c4fd4a,0.2949371337890625
J05_g1_c0_recipient/internal/later_color,J05_g1_c0_recipient,J05,red,Susan,internal,later_color,2266, red,red,red,1,1,0,0.04972927308777585,0.04972927308777585,"{""Joseph"": -121.73785400390625, ""Susan"": -123.12767028808594, ""red"": -117.63758850097656, ""blue"": -118.72355651855469}","{""Joseph"": 0.0008239283164247196, ""Susan"": 0.00020525790206832943, ""red"": 0.04972927308777585, ""blue"": 0.01678735186800695}",cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",f3f9b0f56c617dcc5a16d0d97767486e7acf1638902f9296aa79ff7f0f042ad0,0.2926177978515625
J05_g1_c0_recipient/task/later_giver,J05_g1_c0_recipient,J05,red,Susan,task,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.13888437222569525,0.006097360086612284,"{""Joseph"": -108.8376693725586, ""Susan"": -111.96345520019531, ""red"": -116.33272552490234, ""blue"": -117.12240600585938}","{""Joseph"": 0.13888437222569525, ""Susan"": 0.006097360086612284, ""red"": 7.719547637188002e-05, ""blue"": 3.504596123394026e-05}",afa3180e25b2ef14c97cc18154c255cff1a6cbaf0c664a31e231baf280148df8,"[2130, 13, 383, 308, 1428, 373]",b542ad13fb7ab6f12b057e05af5bf730bb537c7d58b7468cf91cfa7baf630920,0.440704345703125
J05_g1_c0_recipient/task/later_color,J05_g1_c0_recipient,J05,red,Susan,task,later_color,2266, red,red,red,1,1,0,0.05380120601436634,0.05380120601436634,"{""Joseph"": -121.39252471923828, ""Susan"": -122.66520690917969, ""red"": -117.16938781738281, ""blue"": -118.2907943725586}","{""Joseph"": 0.0007883280108471765, ""Susan"": 0.00022079442626640795, ""red"": 0.05380120601436634, ""blue"": 0.01752957278913947}",afa3180e25b2ef14c97cc18154c255cff1a6cbaf0c664a31e231baf280148df8,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",5377741d7bf5bbfa777fb882a3a4e11bdcb2bc63650254b7d7d65074cc2dbfb7,0.40361785888671875
J05_g1_c0_recipient/yoked/later_giver,J05_g1_c0_recipient,J05,red,Susan,yoked,later_giver,257, a,Joseph,Susan,0,0,1,0.13131072058835072,0.006250632755581353,"{""Joseph"": -108.85333251953125, ""Susan"": -111.8982162475586, ""red"": -116.21866607666016, ""blue"": -117.04534149169922}","{""Joseph"": 0.13131072058835072, ""Susan"": 0.006250632755581353, ""red"": 8.309530062312229e-05, ""blue"": 3.6354308834628116e-05}",80ce0ab7065f6057b48d3a6cdedd94e69c3d41b7067a5a003bae933bf59cec43,"[2130, 13, 383, 308, 1428, 373]",89ea7c8c0c8662fe4ccc97604eebd056d7fefc33f4371ee928b43297c5f2ce3e,0.473785400390625
J05_g1_c0_recipient/yoked/later_color,J05_g1_c0_recipient,J05,red,Susan,yoked,later_color,2266, red,red,red,1,1,0,0.053011868519878644,0.053011868519878644,"{""Joseph"": -121.3106460571289, ""Susan"": -122.57432556152344, ""red"": -117.15148162841797, ""blue"": -118.28329467773438}","{""Joseph"": 0.000828077437109291, ""Susan"": 0.00023402481779727754, ""red"": 0.053011868519878644, ""blue"": 0.01709357690753387}",80ce0ab7065f6057b48d3a6cdedd94e69c3d41b7067a5a003bae933bf59cec43,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",42df72cd89c5299c25b69081028bb790d2aea245cd5c77d10d9502e321179f4a,0.40522003173828125
J05_g1_c0_recipient/supervised_ridge/later_giver,J05_g1_c0_recipient,J05,red,Susan,supervised_ridge,later_giver,257, a,Joseph,Susan,0,0,1,0.13428334914149861,0.00624229933482143,"{""Joseph"": -108.99380493164062, ""Susan"": -112.06240844726562, ""red"": -116.41011047363281, ""blue"": -117.23617553710938}","{""Joseph"": 0.13428334914149861, ""Susan"": 0.00624229933482143, ""red"": 8.075354404707297e-05, ""blue"": 3.535135726980519e-05}",bdc7cf76dc28b11182b5f13873e6a171fe4ef292b6ededf2e13797943183c60f,"[2130, 13, 383, 308, 1428, 373]",4369660a74e5a68be22ac675a451b0e1171dc76921db9f8fcdfdad14b533075c,0.314117431640625
J05_g1_c0_recipient/supervised_ridge/later_color,J05_g1_c0_recipient,J05,red,Susan,supervised_ridge,later_color,2266, red,red,red,1,1,0,0.05122633792486184,0.05122633792486184,"{""Joseph"": -121.05792236328125, ""Susan"": -122.34891510009766, ""red"": -116.94547271728516, ""blue"": -118.02347564697266}","{""Joseph"": 0.0008384537698209897, ""Susan"": 0.00023057281402642934, ""red"": 0.05122633792486184, ""blue"": 0.01743101137295361}",bdc7cf76dc28b11182b5f13873e6a171fe4ef292b6ededf2e13797943183c60f,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",52b0d80a4b4603977b2d98297f9d8c85d023f7d26cc1c6b2d6baece1314f4baa,0.66400146484375
J05_g1_c0_recipient/reflection/later_giver,J05_g1_c0_recipient,J05,red,Susan,reflection,later_giver,257, a,Joseph,Susan,0,0,1,0.12992896788915148,0.005909202671314424,"{""Joseph"": -108.83082580566406, ""Susan"": -111.92130279541016, ""red"": -116.22435760498047, ""blue"": -117.03239440917969}","{""Joseph"": 0.12992896788915148, ""Susan"": 0.005909202671314424, ""red"": 7.993480619946068e-05, ""blue"": 3.562952242296784e-05}",d4e4c7f2038cedf091acabdcbaa98c97dfa0fa90ac8f8f3535c4666dd4071629,"[2130, 13, 383, 308, 1428, 373]",80f62662868006660aa720e8da51b4fd1d92ead39e3f5c330a78e4a3ed416eca,0.477935791015625
J05_g1_c0_recipient/reflection/later_color,J05_g1_c0_recipient,J05,red,Susan,reflection,later_color,2266, red,red,red,1,1,0,0.051336422561309325,0.051336422561309325,"{""Joseph"": -121.33372497558594, ""Susan"": -122.68148040771484, ""red"": -117.19320678710938, ""blue"": -118.30127716064453}","{""Joseph"": 0.000816998764162721, ""Susan"": 0.00021227490366788562, ""red"": 0.051336422561309325, ""blue"": 0.016951055752423123}",d4e4c7f2038cedf091acabdcbaa98c97dfa0fa90ac8f8f3535c4666dd4071629,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",1974991a328b4f535ea6a9e8bfe7cb2195d2d037c1e26204675e84b1f60f7f75,0.425567626953125
J05_g1_c0_recipient/residual_donor/later_giver,J05_g1_c0_recipient,J05,red,Susan,residual_donor,later_giver,257, a,Joseph,Susan,0,0,1,0.13114413556220492,0.006399331522003978,"{""Joseph"": -108.81431579589844, ""Susan"": -111.83441925048828, ""red"": -116.21302795410156, ""blue"": -117.00749969482422}","{""Joseph"": 0.13114413556220492, ""Susan"": 0.006399331522003978, ""red"": 8.026551772384054e-05, ""blue"": 3.626555417166918e-05}",74878386247f137393791bc9dbd4649bcd96aab3be019d364a4a6e90a96dc888,"[2130, 13, 383, 308, 1428, 373]",eac699d23021b985c9b7d9a362dd565e264ab3d504ef8c39fd50cfc2931fc845,0.5245208740234375
J05_g1_c0_recipient/residual_donor/later_color,J05_g1_c0_recipient,J05,red,Susan,residual_donor,later_color,2266, red,red,red,1,1,0,0.05388499411229512,0.05388499411229512,"{""Joseph"": -121.13667297363281, ""Susan"": -122.40501403808594, ""red"": -117.01387023925781, ""blue"": -118.17346954345703}","{""Joseph"": 0.0008728856667944759, ""Susan"": 0.0002455408962682677, ""red"": 0.05388499411229512, ""blue"": 0.016898971001418944}",74878386247f137393791bc9dbd4649bcd96aab3be019d364a4a6e90a96dc888,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",c7f8b16546aabab702d50f156859cd7103d2e240f6c3829f860ea522676eb876,0.54522705078125
J05_g1_c0_recipient/prefix_donor/later_giver,J05_g1_c0_recipient,J05,red,Susan,prefix_donor,later_giver,257, a,Joseph,Susan,0,0,1,0.10705368810100852,0.007277206692937632,"{""Joseph"": -110.06587219238281, ""Susan"": -112.75445556640625, ""red"": -117.22135162353516, ""blue"": -118.23036193847656}","{""Joseph"": 0.10705368810100852, ""Susan"": 0.007277206692937632, ""red"": 8.356345759367057e-05, ""blue"": 3.0465533622446686e-05}",8a0a738e1dd143f207e21b30a31e6afe575fa5dc01ab295fe9ad055f1d54f627,"[2130, 13, 383, 308, 1428, 373]",c3554f9df2e4ffa025ea633d1b0b9a5c0d1bdd16e4cd6cad990b33c9220e83d1,1.6385498046875
J05_g1_c0_recipient/prefix_donor/later_color,J05_g1_c0_recipient,J05,red,Susan,prefix_donor,later_color,2266, red,red,red,1,1,0,0.05819366798574957,0.05819366798574957,"{""Joseph"": -120.70465087890625, ""Susan"": -123.28370666503906, ""red"": -117.07511138916016, ""blue"": -118.2215576171875}","{""Joseph"": 0.0015437847967989878, ""Susan"": 0.00011708926052809785, ""red"": 0.05819366798574957, ""blue"": 0.018491854231272573}",8a0a738e1dd143f207e21b30a31e6afe575fa5dc01ab295fe9ad055f1d54f627,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",b6146c33ca82a34a8966061772248e6efa08cdb7485adfbf510d3a42700a09d4,0.9917221069335938
J05_g1_c0_recipient/internal_restore_upper/later_giver,J05_g1_c0_recipient,J05,red,Susan,internal_restore_upper,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.14502670955086816,0.005927840216807977,"{""Joseph"": -109.06614685058594, ""Susan"": -112.2634048461914, ""red"": -116.5904541015625, ""blue"": -117.37003326416016}","{""Joseph"": 0.14502670955086816, ""Susan"": 0.005927840216807977, ""red"": 7.828577843063588e-05, ""blue"": 3.5901777064181136e-05}",68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9,"[2130, 13, 383, 308, 1428, 373]",ba4588ab079494246075778d7c0ddda217e59c6e6cdadb902b02623af93a8a26,0.0
J05_g1_c0_recipient/internal_restore_upper/later_color,J05_g1_c0_recipient,J05,red,Susan,internal_restore_upper,later_color,2266, red,red,red,1,1,0,0.05327001494491575,0.05327001494491575,"{""Joseph"": -121.54645538330078, ""Susan"": -122.91972351074219, ""red"": -117.43328094482422, ""blue"": -118.564453125}","{""Joseph"": 0.0008712721996544377, ""Susan"": 0.00022067395921906345, ""red"": 0.05327001494491575, ""blue"": 0.017187827354121787}",68406744e94526cfb40253dfd2d5fd51605cfc0d2747dcb70280a23bedb535a9,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",c49568de62498226db383f309607460e5ad1ccea49deedcdc96c06d6dd63bbbc,0.0
J05_g1_c0_recipient/internal_restore_lower/later_giver,J05_g1_c0_recipient,J05,red,Susan,internal_restore_lower,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.14829760629268485,0.005630822545150062,"{""Joseph"": -109.18268585205078, ""Susan"": -112.45365142822266, ""red"": -116.74053955078125, ""blue"": -117.55009460449219}","{""Joseph"": 0.14829760629268485, ""Susan"": 0.005630822545150062, ""red"": 7.741051997004157e-05, ""blue"": 3.445202010783126e-05}",cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e,"[2130, 13, 383, 308, 1428, 373]",ac07c8cb53afea404de1d2f1c593c39af7ad3b946328f3d5f58608fd99c4fd4a,0.2949371337890625
J05_g1_c0_recipient/internal_restore_lower/later_color,J05_g1_c0_recipient,J05,red,Susan,internal_restore_lower,later_color,2266, red,red,red,1,1,0,0.04972927308777585,0.04972927308777585,"{""Joseph"": -121.73785400390625, ""Susan"": -123.12767028808594, ""red"": -117.63758850097656, ""blue"": -118.72355651855469}","{""Joseph"": 0.0008239283164247196, ""Susan"": 0.00020525790206832943, ""red"": 0.04972927308777585, ""blue"": 0.01678735186800695}",cbf72b12924c610bce549ece6d34bd5d338183f12a8f2e4a6c69e51b012b5c1e,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",f3f9b0f56c617dcc5a16d0d97767486e7acf1638902f9296aa79ff7f0f042ad0,0.2926177978515625
J05_g1_c1_recipient/no_edit/later_giver,J05_g1_c1_recipient,J05,blue,Susan,no_edit,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.153119084948785,0.006600682038744619,"{""Joseph"": -109.56293487548828, ""Susan"": -112.70697784423828, ""red"": -117.11857604980469, ""blue"": -117.54975891113281}","{""Joseph"": 0.153119084948785, ""Susan"": 0.006600682038744619, ""red"": 8.010434171696013e-05, ""blue"": 5.204700200236718e-05}",f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,"[2130, 13, 383, 308, 1428, 373]",bd539f11f829589333c243f33a6082bdc40c0550241848d00ce5132f163537d3,0.0
J05_g1_c1_recipient/no_edit/later_color,J05_g1_c1_recipient,J05,blue,Susan,no_edit,later_color,257, a,blue,blue,0,0,1,0.027192482366580156,0.027192482366580156,"{""Joseph"": -120.30182647705078, ""Susan"": -121.88555145263672, ""red"": -117.09831237792969, ""blue"": -117.39082336425781}","{""Joseph"": 0.001479845127510313, ""Susan"": 0.00030367794309153377, ""red"": 0.0364321467675585, ""blue"": 0.027192482366580156}",f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",076d36cb6c9a44e48821511a635d3c9082939cf858362033d1b9aec058e9a316,0.0
J05_g1_c1_recipient/internal/later_giver,J05_g1_c1_recipient,J05,blue,Susan,internal,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.15516824277309638,0.0065526874349688844,"{""Joseph"": -110.26207733154297, ""Susan"": -113.42671203613281, ""red"": -117.82095336914062, ""blue"": -118.2240219116211}","{""Joseph"": 0.15516824277309638, ""Susan"": 0.0065526874349688844, ""red"": 8.091418971474042e-05, ""blue"": 5.407222562183392e-05}",e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628,"[2130, 13, 383, 308, 1428, 373]",342d528e41051b62a62e42e948b9c4c01a39b125ac63e4c654b9c1f6109f625d,0.9122467041015625
J05_g1_c1_recipient/internal/later_color,J05_g1_c1_recipient,J05,blue,Susan,internal,later_color,257, a,blue,blue,0,0,1,0.027113578704315782,0.027113578704315782,"{""Joseph"": -120.06531524658203, ""Susan"": -121.7069091796875, ""red"": -116.94666290283203, ""blue"": -117.24105072021484}","{""Joseph"": 0.0016092530628554168, ""Susan"": 0.0003116658066193727, ""red"": 0.036394675227385424, ""blue"": 0.027113578704315782}",e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",ce4210d56c0fa1565c3abf041996121c962ae698a4c25aa0814a2884620d9883,0.3453216552734375
J05_g1_c1_recipient/task/later_giver,J05_g1_c1_recipient,J05,blue,Susan,task,later_giver,257, a,Joseph,Susan,0,0,1,0.13925156639191658,0.006850065414138864,"{""Joseph"": -109.14298248291016, ""Susan"": -112.1550064086914, ""red"": -116.59832000732422, ""blue"": -117.02690887451172}","{""Joseph"": 0.13925156639191658, ""Susan"": 0.006850065414138864, ""red"": 8.053564505125304e-05, ""blue"": 5.246314981713913e-05}",b6f50287f4d73f1d9046045285ca889a70a6510fd8f729fa8f3cd4aa2caf1a23,"[2130, 13, 383, 308, 1428, 373]",a9f6364fb09ca3c031443cc99c962c3de434b8d5b52e14ba9df608ec3e937674,0.6910324096679688
J05_g1_c1_recipient/task/later_color,J05_g1_c1_recipient,J05,blue,Susan,task,later_color,257, a,blue,blue,0,0,1,0.027490911622560683,0.027490911622560683,"{""Joseph"": -120.41495513916016, ""Susan"": -121.944091796875, ""red"": -117.2159194946289, ""blue"": -117.52011108398438}","{""Joseph"": 0.001520457700713913, ""Susan"": 0.0003295176866331241, ""red"": 0.037264720685685586, ""blue"": 0.027490911622560683}",b6f50287f4d73f1d9046045285ca889a70a6510fd8f729fa8f3cd4aa2caf1a23,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",81f6988fad8e29605e2505aa6f13da95fbc99da33d0c288e16be5f0b943186fa,0.2625885009765625
J05_g1_c1_recipient/yoked/later_giver,J05_g1_c1_recipient,J05,blue,Susan,yoked,later_giver,257, a,Joseph,Susan,0,0,1,0.14101973199136625,0.007139362285460093,"{""Joseph"": -109.34832000732422, ""Susan"": -112.33159637451172, ""red"": -116.8253402709961, ""blue"": -117.23995971679688}","{""Joseph"": 0.14101973199136625, ""Susan"": 0.007139362285460093, ""red"": 7.980888499908318e-05, ""blue"": 5.272108093469458e-05}",c1f368c01f8ac1de2508a7fff3f60740e29b9217825522788592a6bce09c95ea,"[2130, 13, 383, 308, 1428, 373]",c6fbc8ed875c0b9102ac736863dabcca740c2b61e65c3623196f1914004fc962,0.44562530517578125
J05_g1_c1_recipient/yoked/later_color,J05_g1_c1_recipient,J05,blue,Susan,yoked,later_color,257, a,blue,blue,0,0,1,0.025933973683156822,0.025933973683156822,"{""Joseph"": -120.6408920288086, ""Susan"": -122.21735382080078, ""red"": -117.47085571289062, ""blue"": -117.79834747314453}","{""Joseph"": 0.0015113590493160004, ""Susan"": 0.00031240573188166175, ""red"": 0.03598296365416622, ""blue"": 0.025933973683156822}",c1f368c01f8ac1de2508a7fff3f60740e29b9217825522788592a6bce09c95ea,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",193f1bcb32730c21ac553b4c382df41201ed289f89ced1f289b220e2a6fd510a,0.47320556640625
J05_g1_c1_recipient/supervised_ridge/later_giver,J05_g1_c1_recipient,J05,blue,Susan,supervised_ridge,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.14506996371306655,0.007338642937198123,"{""Joseph"": -109.84522247314453, ""Susan"": -112.82928466796875, ""red"": -117.36851501464844, ""blue"": -117.80384063720703}","{""Joseph"": 0.14506996371306655, ""Susan"": 0.007338642937198123, ""red"": 7.838862847660395e-05, ""blue"": 5.0721670704119425e-05}",7c2c34e8b676247979491a7155a2348ee722a90810971a7fba70f203885507e4,"[2130, 13, 383, 308, 1428, 373]",fd7ccf2087e96acbcbfd60c11e768db7f1e0afa78baa234728290897305546f1,0.4091949462890625
J05_g1_c1_recipient/supervised_ridge/later_color,J05_g1_c1_recipient,J05,blue,Susan,supervised_ridge,later_color,257, a,blue,blue,0,0,1,0.026617910729402425,0.026617910729402425,"{""Joseph"": -120.15495300292969, ""Susan"": -121.7316665649414, ""red"": -116.98338317871094, ""blue"": -117.25799560546875}","{""Joseph"": 0.001469066150909046, ""Susan"": 0.0003035871272924871, ""red"": 0.0350297167639475, ""blue"": 0.026617910729402425}",7c2c34e8b676247979491a7155a2348ee722a90810971a7fba70f203885507e4,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",4484a877f76b1795bc6d7b3c2c3ea1afe5d6db9eb1e085687db18853e8fcf487,0.3375091552734375
J05_g1_c1_recipient/reflection/later_giver,J05_g1_c1_recipient,J05,blue,Susan,reflection,later_giver,257, a,Joseph,Susan,0,0,1,0.14335249031343977,0.007205270629008885,"{""Joseph"": -109.81227111816406, ""Susan"": -112.80276489257812, ""red"": -117.27368927001953, ""blue"": -117.69947814941406}","{""Joseph"": 0.14335249031343977, ""Susan"": 0.007205270629008885, ""red"": 8.240480032293862e-05, ""blue"": 5.383128545408337e-05}",8d854be7109a840ddf0bbca57c73e57550578772bc41fd2a94a905a4acb28fbb,"[2130, 13, 383, 308, 1428, 373]",dba2d0ffdf245713f2a67d87ae9ce397d32adc79e5e44a443f257c71a82fbb3f,0.32366943359375
J05_g1_c1_recipient/reflection/later_color,J05_g1_c1_recipient,J05,blue,Susan,reflection,later_color,257, a,blue,blue,0,0,1,0.026518319173148834,0.026518319173148834,"{""Joseph"": -120.38294219970703, ""Susan"": -121.9933853149414, ""red"": -117.19673156738281, ""blue"": -117.52703094482422}","{""Joseph"": 0.0015248934348511206, ""Susan"": 0.0003046722755686577, ""red"": 0.03689718132069479, ""blue"": 0.026518319173148834}",8d854be7109a840ddf0bbca57c73e57550578772bc41fd2a94a905a4acb28fbb,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",0848f636c3a1b0f03ca3a5e1a7b68efd421f7c27be73481bb9974e56bceaa18e,0.2283782958984375
J05_g1_c1_recipient/residual_donor/later_giver,J05_g1_c1_recipient,J05,blue,Susan,residual_donor,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.1437777991312646,0.0072691711558528094,"{""Joseph"": -109.52275085449219, ""Susan"": -112.50737762451172, ""red"": -117.00242614746094, ""blue"": -117.4458999633789}","{""Joseph"": 0.1437777991312646, ""Susan"": 0.0072691711558528094, ""red"": 8.115403636299485e-05, ""blue"": 5.208490712736711e-05}",23aa5468708885c9325ab6c5baddd6351809a5c23d4133ed3daee193ef9e5380,"[2130, 13, 383, 308, 1428, 373]",3fd0cdbd8a14fd9ca807663d168b6af7bf9ebd263927fae8c9d07c5d910da6cc,0.2469940185546875
J05_g1_c1_recipient/residual_donor/later_color,J05_g1_c1_recipient,J05,blue,Susan,residual_donor,later_color,257, a,blue,blue,0,0,1,0.026889150098447424,0.026889150098447424,"{""Joseph"": -120.70767211914062, ""Susan"": -122.26637268066406, ""red"": -117.44268035888672, ""blue"": -117.77136993408203}","{""Joseph"": 0.001426780743490909, ""Susan"": 0.00030020794831422547, ""red"": 0.037352970443900575, ""blue"": 0.026889150098447424}",23aa5468708885c9325ab6c5baddd6351809a5c23d4133ed3daee193ef9e5380,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",f5c9fd575afe2e3e47859fe17c0300961730f1e663872cbb749a5b7102b5bdab,0.5286941528320312
J05_g1_c1_recipient/prefix_donor/later_giver,J05_g1_c1_recipient,J05,blue,Susan,prefix_donor,later_giver,257, a,Joseph,Susan,0,0,1,0.10433065908640701,0.007796345143212915,"{""Joseph"": -110.75727844238281, ""Susan"": -113.35118865966797, ""red"": -117.82743835449219, ""blue"": -118.46844482421875}","{""Joseph"": 0.10433065908640701, ""Susan"": 0.007796345143212915, ""red"": 8.869119672603655e-05, ""blue"": 4.6719151031033225e-05}",6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c,"[2130, 13, 383, 308, 1428, 373]",24a249b916538e024533360561ded1589181b47cafe352ed9fbf076e9c69585c,1.727020263671875
J05_g1_c1_recipient/prefix_donor/later_color,J05_g1_c1_recipient,J05,blue,Susan,prefix_donor,later_color,257, a,blue,blue,0,0,1,0.03505184043745518,0.03505184043745518,"{""Joseph"": -118.7239990234375, ""Susan"": -121.30824279785156, ""red"": -115.68773651123047, ""blue"": -115.99152374267578}","{""Joseph"": 0.0022804045016955664, ""Susan"": 0.0001720636290640884, ""red"": 0.047494568278100946, ""blue"": 0.03505184043745518}",6df230611de3daa3f98d26a6c4b56639b214a338ba4193eff23cd694da63256c,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",1348cb2f40571da2f8b31f555333ea8e9260103fa8ad240bb326278b345a48a4,1.793548583984375
J05_g1_c1_recipient/internal_restore_upper/later_giver,J05_g1_c1_recipient,J05,blue,Susan,internal_restore_upper,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.153119084948785,0.006600682038744619,"{""Joseph"": -109.56293487548828, ""Susan"": -112.70697784423828, ""red"": -117.11857604980469, ""blue"": -117.54975891113281}","{""Joseph"": 0.153119084948785, ""Susan"": 0.006600682038744619, ""red"": 8.010434171696013e-05, ""blue"": 5.204700200236718e-05}",f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,"[2130, 13, 383, 308, 1428, 373]",bd539f11f829589333c243f33a6082bdc40c0550241848d00ce5132f163537d3,0.0
J05_g1_c1_recipient/internal_restore_upper/later_color,J05_g1_c1_recipient,J05,blue,Susan,internal_restore_upper,later_color,257, a,blue,blue,0,0,1,0.027192482366580156,0.027192482366580156,"{""Joseph"": -120.30182647705078, ""Susan"": -121.88555145263672, ""red"": -117.09831237792969, ""blue"": -117.39082336425781}","{""Joseph"": 0.001479845127510313, ""Susan"": 0.00030367794309153377, ""red"": 0.0364321467675585, ""blue"": 0.027192482366580156}",f7f9d484f42e81448192f990937b4aa7fbdde82aa1035ac0c03e29b347e29d66,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",076d36cb6c9a44e48821511a635d3c9082939cf858362033d1b9aec058e9a316,0.0
J05_g1_c1_recipient/internal_restore_lower/later_giver,J05_g1_c1_recipient,J05,blue,Susan,internal_restore_lower,later_giver,7212, Joseph,Joseph,Susan,1,0,0,0.15516824277309638,0.0065526874349688844,"{""Joseph"": -110.26207733154297, ""Susan"": -113.42671203613281, ""red"": -117.82095336914062, ""blue"": -118.2240219116211}","{""Joseph"": 0.15516824277309638, ""Susan"": 0.0065526874349688844, ""red"": 8.091418971474042e-05, ""blue"": 5.407222562183392e-05}",e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628,"[2130, 13, 383, 308, 1428, 373]",342d528e41051b62a62e42e948b9c4c01a39b125ac63e4c654b9c1f6109f625d,0.9122467041015625
J05_g1_c1_recipient/internal_restore_lower/later_color,J05_g1_c1_recipient,J05,blue,Susan,internal_restore_lower,later_color,257, a,blue,blue,0,0,1,0.027113578704315782,0.027113578704315782,"{""Joseph"": -120.06531524658203, ""Susan"": -121.7069091796875, ""red"": -116.94666290283203, ""blue"": -117.24105072021484}","{""Joseph"": 0.0016092530628554168, ""Susan"": 0.0003116658066193727, ""red"": 0.036394675227385424, ""blue"": 0.027113578704315782}",e6d65a7d0774069c88253c5d828867ddad146451f31c50341488a38e8edb9628,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",ce4210d56c0fa1565c3abf041996121c962ae698a4c25aa0814a2884620d9883,0.3453216552734375
